화장실명,남녀공용화장실여부,남성용-장애인용대변기수,개방시간,관리기관명,남성용-대변기수,남성용-장애인용소변기수,전화번호,소재지지번주소,여성용-대변기수,구분,남성용-소변기수,경도,여성용-어린이용대변기수,소재지도로명주소,남성용-어린이용대변기수,남성용-어린이용소변기수,위도,여성용-장애인용대변기수,설치년도,데이터기준일자
구암동주민센터,N,0,09:00~18:00,대구광역시 북구청,2,0,,대구광역시 북구 구암동 788번지 1호,5,공중화장실,3,128.5660417,0,대구광역시 북구 구암서로 32 (구암동),0,0,35.93893293,0,,2018-03-01
대구운암초등학교,N,0,09:00~18:00,대구광역시 교육청,39,1,,대구광역시 북구 구암동 789번지 4호,58,공중화장실,81,128.565681,0,대구광역시 북구 대천로 148  (구암동),0,0,35.93570075,1,,2018-03-01
운암중학교,N,0,09:00~18:00,대구광역시 교육청,44,0,,대구광역시 북구 구암동 801번지,58,공중화장실,73,128.565301,0,대구광역시 북구 구암로49길 9  (구암동),0,0,35.93284009,0,,2018-03-01
구암주유소,N,0,연중무휴,개인,0,1,,대구광역시 북구 구암동 805번지 4호,1,공중화장실,2,128.5703126,0,대구광역시 북구 구암로 340 (구암동),0,0,35.94062533,1,,2018-03-01
GS칼텍스㈜운암지주유소,N,0,연중무휴,개인,2,1,,대구광역시 북구 구암동 831번지 7호,2,공중화장실,2,128.5662961,0,대구광역시 북구 구암로 232 (구암동),0,0,35.93205933,0,,2018-03-01
학남초등학교,N,0,09:00~18:00,대구광역시 교육청,33,2,,대구광역시 북구 국우동 1079번지 1호,62,공중화장실,93,128.5662836,1,대구광역시 북구 학정동로 23  (국우동),0,1,35.946247,1,,2018-03-01
학남고등학교,N,0,09:00~18:00,대구광역시 교육청,0,0,,대구광역시 북구 국우동 1080번지 1호,0,공중화장실,0,128.5691969,0,대구광역시 북구 학남로 78(국우동),0,0,35.94629545,0,,2018-03-01
학남중학교,N,0,09:00~18:00,대구광역시 교육청,40,10,,대구광역시 북구 국우동 1085번지,80,공중화장실,50,128.5704318,0,대구광역시 북구 학남로 83  (국우동),0,0,35.94552955,0,,2018-03-01
북구구민운동장,N,0,연중무휴,대구광역시 북구청,1,1,,대구광역시 북구 국우동 1104번지,2,공중화장실,3,128.5738246,0,대구광역시 북구 구암로 391 (국우동),0,0,35.94427037,0,,2018-03-01
도남초등학교,N,0,09:00~18:00,대구광역시 교육청,20,2,,대구광역시 북구 국우동 1110번지 2호,45,공중화장실,51,128.5771876,0,대구광역시 북구 구리로 202  (국우동),0,2,35.94865981,1,,2018-03-01
칠곡제일주유소,N,0,연중무휴,개인,1,0,,대구광역시 북구 국우동 756번지 1호,1,공중화장실,2,128.5727333,0,대구광역시 북구 구리로 161 (국우동),0,0,35.94736296,0,,2018-03-01
명전복,N,0,근무시간중 개방,개인,2,0,,대구광역시 북구 국우동 926-8,3,개방화장실,3,128.5656803,0,대구광역시 북구 학정로 534(학정동),0,0,35.95229249,0,,2018-03-01
질마당 머릿고기(학정동),Y,0,근무시간중 개방,개인,0,0,,대구광역시 북구 국우동 928-10,0,개방화장실,0,128.5670577,0,대구광역시 북구 학정로106길 13-1(학정동),0,0,35.95200056,0,,2018-03-01
명보빌딩,N,0,근무시간중 개방,개인,1,0,,대구광역시 북구 국우동 928-6,2,개방화장실,2,128.5672123,0,대구광역시 북구 학정로106길 15(학정동),0,0,35.95196971,0,,2018-03-01
유키,N,0,근무시간중 개방,개인,1,0,,대구광역시 북구 국우동 936-4,1,개방화장실,1,128.5673967,0,대구광역시 북구 학정로106길 18(학정동),0,0,35.9516537,0,,2018-03-01
그램그램 칠곡학정점,N,0,근무시간중 개방,개인,1,0,,대구광역시 북구 국우동 941-10,2,개방화장실,1,128.5653984,0,대구광역시 북구 학정로 512-1(학정동),0,0,35.95036053,0,,2018-03-01
세진빌딩,N,0,근무시간중 개방,개인,1,0,,대구광역시 북구 국우동 941-5,1,개방화장실,1,128.5655036,0,대구광역시 북구 학정로 522-1(학정동),0,0,35.95119901,0,,2018-03-01
금강민물장어,N,0,근무시간중 개방,개인,1,0,,대구광역시 북구 국우동 941-6,1,개방화장실,1,128.5654594,0,대구광역시 북구 학정로 520(학정동),0,0,35.95097971,0,,2018-03-01
허허벌판,N,0,근무시간중 개방,개인,2,0,,대구광역시 북구 국우동 941-8,2,개방화장실,1,128.5654299,0,대구광역시 북구 학정로 516(학정동),0,0,35.95060883,0,,2018-03-01
한마리 통큰 정육식당,Y,0,근무시간중 개방,개인,0,0,,대구광역시 북구 국우동 942-1,0,개방화장실,0,128.5653636,0,대구광역시 북구 학정로 512(학정동),0,0,35.95016994,0,,2018-03-01
돌판 삼겹살 미성,N,0,근무시간중 개방,개인,1,0,,대구광역시 북구 국우동 942-5,1,개방화장실,2,128.565247,0,대구광역시 북구 학정로 504(학정동),0,0,35.94965241,0,,2018-03-01
금호근린공원,N,0,연중무휴,대구광역시 북구청,2,1,,대구광역시 북구 금호동 815번지,6,공중화장실,3,128.5203245,0,,0,2,35.8958224,1,,2018-03-01
주식회사금호지구충전소,N,0,연중무휴,개인,1,0,,대구광역시 북구 금호동 산 97번지 6호,2,공중화장실,1,128.5256319,0,대구광역시 북구 사수로 436 (금호동),0,0,35.89537299,0,,2018-03-01
은성빌딩,N,0,근무시간중 개방,개인,4,0,,대구광역시 북구 노원동1가 12번지 2호,4,공중화장실,4,128.5823235,0,대구광역시 북구 원대로 117-1 (노원동1가),0,0,35.88806095,0,,2018-03-01
노원1가 새마을금고,N,0,근무시간중 개방,개인,2,0,,대구광역시 북구 노원동1가 191번지 1호,5,공중화장실,5,128.5777079,0,대구광역시 북구 오봉로6길 10 (노원동1가),0,0,35.88984827,0,,2018-03-01
공명주유소,N,0,연중무휴,개인,0,0,,대구광역시 북구 노원동1가 3번지 10호,0,공중화장실,0,128.5807004,0,대구광역시 북구 침산남로 43 (노원동1가),0,0,35.88930428,0,,2018-03-01
노원동주민센터,N,0,09:00~18:00,대구광역시 북구청,2,1,,대구광역시 북구 노원동2가 211번지,3,공중화장실,4,128.5762255,0,대구광역시 북구 노원로10길 166 (노원동2가),0,0,35.8901489,1,,2018-03-01
해바라기어린이공원,N,0,연중무휴,대구광역시 북구청,0,0,,대구광역시 북구 노원동2가 267번지,0,공중화장실,0,128.5740634,0,,0,0,35.88878589,0,,2018-03-01
K마디병원,N,0,연중무휴,병원장,6,0,,대구광역시 북구 노원동2가 280번지,10,공중화장실,10,128.5739101,0,대구광역시 북구 팔달로 217 (노원동2가),0,0,35.88820396,0,,2018-03-01
강병원,N,0,근무시간중 개방,개인,14,6,,대구광역시 북구 노원동3가 1013번지,15,공중화장실,17,128.569944,0,대구광역시 북구 노원로 70 (노원동3가),0,0,35.89373123,6,,2018-03-01
팔달어린이공원,N,0,연중무휴,대구광역시 북구청,2,0,,대구광역시 북구 노원동3가 1019번지,2,공중화장실,3,128.5697298,0,,0,0,35.89275719,0,,2018-03-01
한국안광학산업진흥원,N,0,근무시간중 개방,대구광역시 북구청,16,0,,대구광역시 북구 노원동3가 1205번지 1호,23,공중화장실,23,128.5785881,0,대구광역시 북구 노원로 169 (노원동3가),0,0,35.89937439,0,,2018-03-01
3공단주유소,Y,0,연중무휴,개인,0,0,,대구광역시 북구 노원동3가 1220번지,0,공중화장실,0,128.5783812,0,대구광역시 북구 노원로 164 (노원동3가),0,0,35.89855166,0,,2018-03-01
노원셀프주유소,N,0,연중무휴,개인,1,0,,대구광역시 북구 노원동3가 182번지 12호,1,공중화장실,2,128.5718822,0,대구광역시 북구 노원로 97 (노원동3가),0,0,35.89564153,0,,2018-03-01
도시철도3호선 만평역,N,0,연중무휴,도시철도공사,2,1,,대구광역시 북구 노원동3가 252번지 3호,5,공중화장실,2,128.5612292,0,대구광역시 북구 팔달로 105 (노원동3가),0,1,35.88983657,1,,2018-03-01
여성회관,N,0,근무시간중 개방,대구광역시,1,2,,대구광역시 북구 노원동3가 483번지,14,공중화장실,1,128.5550486,0,대구광역시 북구 팔달로1길 26 (노원동3가),0,0,35.89430715,4,,2018-03-01
대기주유소,Y,0,연중무휴,개인,0,0,,대구광역시 북구 노원동3가 606번지,0,공중화장실,0,128.5549707,0,대구광역시 북구 팔달로 41 (노원동3가),0,0,35.89123345,0,,2018-03-01
흥구석유(주)원대주유소,N,0,연중무휴,개인,2,0,,대구광역시 북구 노원동3가 636번지,1,공중화장실,1,128.558091,0,대구광역시 북구 팔달로 67 (노원동3가),0,0,35.89086859,0,,2018-03-01
서민주유소,Y,0,연중무휴,개인,0,0,,대구광역시 북구 노원동3가 680번지,0,공중화장실,0,128.5598905,0,대구광역시 북구 팔달로 89 (노원동3가),0,0,35.89046674,0,,2018-03-01
서대구터미널,N,0,연중무휴,개인,3,2,,대구광역시 북구 노원동3가 685번지,2,공중화장실,6,128.5614232,0,대구광역시 북구 팔달로 103 (노원동3가),0,0,35.89024497,1,,2018-03-01
만평주유소,Y,0,연중무휴,개인,0,0,,대구광역시 북구 노원동3가 722번지 4호,0,공중화장실,0,128.5635332,0,대구광역시 북구 노원로 3 (노원동3가),0,0,35.89076541,0,,2018-03-01
원대새마을금고,N,0,근무시간중 개방,개인,1,0,,대구광역시 북구 노원동3가 741번지,2,공중화장실,1,128.5650995,0,대구광역시 북구 팔달로 137 (노원동3가),0,0,35.88954828,0,,2018-03-01
팔달공영주차장,N,0,연중무휴,대구광역시 북구청,0,0,,대구광역시 북구 노원동3가 750번지,0,공중화장실,0,128.5659724,0,대구광역시 북구 팔달로33길 59 (노원동3가),0,0,35.89068676,0,,2018-03-01
M병원,N,0,근무시간중 개방,병원장,6,0,,대구광역시 북구 노원동3가 762번지,6,공중화장실,6,128.5661958,0,대구광역시 북구 팔달로 147 (노원동3가),0,0,35.88943306,0,,2018-03-01
팔달신시장 공중화장실(고객쉼터),N,0,연중무휴,상인회,4,1,,대구광역시 북구 노원동3가 764번지 4호,7,공중화장실,3,128.5668308,0,대구광역시 북구 팔달로33길 17-27 (노원동3가),0,0,35.88951129,1,,2018-03-01
도시철도3호선 팔달시장역,N,0,연중무휴,도시철도공사,2,1,,대구광역시 북구 노원동3가 784번지 1호,5,공중화장실,3,128.5678858,1,대구광역시 북구 팔달로 163-1 (노원동3가),0,0,35.88887392,1,,2018-03-01
팔달신시장(A),N,0,연중무휴,상인회,0,0,,대구광역시 북구 노원동3가 876번지,0,공중화장실,0,128.5663888,0,대구광역시 북구 팔달로27길 42 (노원동3가),0,0,35.89091202,0,,2018-03-01
산동주유소,N,0,연중무휴,개인,1,0,,대구광역시 북구 노원동3가 883번지,2,공중화장실,2,128.5660515,0,대구광역시 북구 노원로 28 (노원동3가),0,0,35.89155443,0,,2018-03-01
SK㈜해바라기주유소,N,0,연중무휴,개인,2,0,,대구광역시 북구 대현동 158번지 1호,1,공중화장실,2,128.60807,0,대구광역시 북구 대현로 81 (대현동),0,0,35.8831123,0,,2018-03-01
신암초등학교,N,0,09:00~18:00,대구광역시 교육청,42,5,,대구광역시 북구 대현동 1번지 2호,85,공중화장실,78,128.6116222,4,대구광역시 북구 경대로 21  (대현동),0,2,35.88376396,1,,2018-03-01
동대구시장,N,0,연중무휴,상인회,3,0,,대구광역시 북구 대현동 390번지,3,공중화장실,2,128.6090919,0,대구광역시 북구 대현로20길 30 (대현동),0,0,35.88108006,0,,2018-03-01
동로주유소,N,0,연중무휴,개인,1,0,,대구광역시 북구 대현동 437번지 4호,2,공중화장실,2,128.6026115,0,대구광역시 북구 신천동로 714 (대현동),0,0,35.88347003,0,,2018-03-01
대현동주민센터,N,0,근무시간중 개방,대구광역시 북구청,0,0,,대구광역시 북구 대현동 531번지 0호,0,공중화장실,0,128.6058146,0,대구광역시 북구 대현남로 25 (대현동),0,0,35.88218727,0,,2018-03-01
동변초등학교,N,0,09:00~18:00,대구광역시 교육청,30,2,,대구광역시 북구 동변동 694번지,53,공중화장실,53,128.6041638,0,대구광역시 북구 동변로 60  (동변동),0,0,35.91913074,1,,2018-03-01
동변중학교,N,0,09:00~18:00,대구광역시 교육청,37,0,,대구광역시 북구 동변동 695번지,65,공중화장실,54,128.6056109,0,대구광역시 북구 동변로14길 12  (동변동),0,0,35.91925557,0,,2018-03-01
도시철도3호선 동천역,N,0,연중무휴,도시철도공사,2,1,,대구광역시 북구 동천동 574번지,5,공중화장실,3,128.5566386,2,대구광역시 북구 팔거천동로 147 (동천동),0,0,35.93770716,1,,2018-03-01
참물샘공원,N,0,연중무휴,대구광역시 북구청,0,0,,대구광역시 북구 동천동 872번지 1호,0,공중화장실,0,128.5570281,0,,0,0,35.93316037,0,,2018-03-01
동천빌딩,N,0,연중무휴,개인,3,0,,대구광역시 북구 동천동 876번지 4호,3,공중화장실,5,128.557514,0,대구광역시 북구 구암로 153 (동천동),0,0,35.93194653,0,,2018-03-01
북부초등학교,N,0,09:00~18:00,대구광역시 교육청,26,1,,대구광역시 북구 동천동 880번지,15,공중화장실,56,128.559215,0,대구광역시 북구 동천로 20  (동천동),0,0,35.93347801,2,,2018-03-01
들말공원,N,0,연중무휴,대구광역시 북구청,0,0,,대구광역시 북구 동천동 880번지 2호,0,공중화장실,0,128.559108,0,,0,0,35.93321987,0,,2018-03-01
국립농산물품질관리원,N,0,근무시간중 개방,국립농산물품질관리원,6,0,,대구광역시 북구 동천동 892번지 1호,7,공중화장실,9,128.5591901,0,대구광역시 북구 동암로 76 (동천동),0,0,35.94439653,0,,2018-03-01
강북빌딩,N,0,연중무휴,개인,8,0,,대구광역시 북구 동천동 896번지,8,공중화장실,8,128.5631653,0,대구광역시 북구 학정로 427 (동천동),0,0,35.94276963,0,,2018-03-01
동평초등학교,N,0,09:00~18:00,대구광역시 교육청,47,2,,대구광역시 북구 동천동 915번지 1호,56,공중화장실,74,128.5608217,0,대구광역시 북구 동천로 84  (동천동),0,0,35.93900093,1,,2018-03-01
장마실연탄석치구이,Y,0,근무시간중 개방,개인,0,0,,대구광역시 북구 동천동 918-5,0,개방화장실,0,128.5582303,0,대구광역시 북구 팔거천동로34길 3-7(동천동),0,0,35.93885798,0,,2018-03-01
북쇠통불난막창,Y,0,근무시간중 개방,개인,0,0,,대구광역시 북구 동천동 926-6,0,개방화장실,0,128.5578471,0,대구광역시 북구 대천로17길 9-16(동천동),0,0,35.9376266,0,,2018-03-01
동천역호프광장,Y,0,근무시간중 개방,개인,0,0,,대구광역시 북구 동천동 928-4,0,개방화장실,0,128.5577309,0,대구광역시 북구 팔거천동로34길 2-12(동천동),0,0,35.93803181,0,,2018-03-01
참좋은데이,N,0,근무시간중 개방,개인,1,0,,대구광역시 북구 동천동 929-2,1,개방화장실,1,128.5573833,0,대구광역시 북구 대천로17길 3-19(동천동),0,0,35.93748122,0,,2018-03-01
동천동 주민센터,N,0,09:00~18:00,대구광역시 북구청,6,0,,대구광역시 북구 동천동 930번지 2호,12,공중화장실,3,128.5581825,0,대구광역시 북구 대천로 81 (동천동),0,0,35.93732667,0,,2018-03-01
무한홍게장터,Y,0,근무시간중 개방,개인,0,0,,대구광역시 북구 동천동 932-15,0,개방화장실,0,128.5567423,0,대구광역시 북구 팔거천동로 142-1(동천동),0,0,35.93689118,0,,2018-03-01
3호선막창,Y,0,근무시간중 개방,개인,0,0,,대구광역시 북구 동천동 935-10,0,개방화장실,0,128.5564797,0,대구광역시 북구 팔거천동로 132(동천동),0,0,35.93593217,0,,2018-03-01
만력민물장어,Y,0,근무시간중 개방,개인,0,0,,대구광역시 북구 동천동 935-13,0,개방화장실,0,128.5565537,0,대구광역시 북구 팔거천동로 136-1(동천동),0,0,35.9363133,0,,2018-03-01
오천냥 싱싱 난리부루스,Y,0,근무시간중 개방,개인,0,0,,대구광역시 북구 동천동 935-14,0,개방화장실,0,128.5565783,0,대구광역시 북구 팔거천동로 138(동천동),0,0,35.93643914,0,,2018-03-01
대해,Y,0,근무시간중 개방,개인,0,0,,대구광역시 북구 동천동 935-15,0,개방화장실,0,128.5566119,0,대구광역시 북구 팔거천동로 140(동천동),0,0,35.93657207,0,,2018-03-01
구남찜식당,Y,0,근무시간중 개방,개인,0,0,,대구광역시 북구 동천동 935-16,0,개방화장실,0,128.5566543,0,대구광역시 북구 팔거천동로 142(동천동),0,0,35.93669768,0,,2018-03-01
선산할매곱창,Y,0,근무시간중 개방,개인,0,0,,대구광역시 북구 동천동 935-16,0,개방화장실,0,128.5566543,0,대구광역시 북구 팔거천동로 142(동천동),0,0,35.93669768,0,,2018-03-01
일광횟집,Y,0,근무시간중 개방,개인,0,0,,대구광역시 북구 동천동 935-8,0,개방화장실,0,128.5566053,0,대구광역시 북구 팔거천동로26길 3(동천동),0,0,35.93577915,0,,2018-03-01
복돼지세마리,N,0,근무시간중 개방,개인,1,0,,대구광역시 북구 동천동 946-16,1,개방화장실,1,128.5568039,0,대구광역시 북구 팔거천동로26길 6(동천동),0,0,35.93551344,0,,2018-03-01
